time,gnss_pos_e,gnss_pos_n,gnss_pos_u,gnss_vel_e,gnss_vel_n,gnss_vel_u,truth_pos_e,truth_pos_n,truth_pos_u,truth_vel_e,truth_vel_n,truth_vel_u
22.0,299.43236881197595,0.7601408438268744,30.426039851210398,17.592463749383445,-0.1503907180267243,0.022434444325415165,300.66666666666663,0.0,30.0,17.333333333333332,0.0,0.0
23.0,315.65578663424685,0.889978335589803,28.995953539751163,17.389007461075195,0.08055670678670775,0.11438919255993514,318.16666666666663,0.0,30.0,17.666666666666664,0.0,0.0
24.0,336.7360225675392,2.0405245525353903,27.230082451341058,18.336323109664526,-0.02214329151001415,0.16871931097956383,336.0,0.0,30.0,18.0,0.0,0.0
25.0,352.5504853845077,-1.8361621115421098,28.50568418942768,18.207255382154276,0.31924276851852385,0.13557967111581568,354.16666666666663,0.0,30.0,18.333333333333332,0.0,0.0
26.0,372.8504218339922,-0.6615590898365903,27.656496797155572,18.387752650864957,-0.21907626485686194,0.01874263186098955,372.66666666666663,0.0,30.0,18.666666666666664,0.0,0.0
27.0,389.01420822734667,-3.7112980672620566,30.890590450919742,19.04522817433866,-0.09738335488101979,0.04060565448257772,391.5,0.0,30.0,19.0,0.0,0.0
28.0,409.5634469090017,-1.960501748833257,28.836122835908068,18.901826928899272,-0.18226714474454683,-0.17110362762770334,410.66666666666663,0.0,30.0,19.333333333333332,0.0,0.0
29.0,430.0895164007142,-0.932103654950897,31.250005961799758,19.887999819088527,-0.16925513853341584,-0.38675422647207136,430.16666666666663,0.0,30.0,19.666666666666664,0.0,0.0
30.0,450.4462322929929,-0.5111060576369708,28.20557116271618,20.154448324825637,0.186856963851652,-0.3082314064845666,450.0,0.0,30.0,20.0,0.0,0.0
31.0,471.4631478268242,2.64548644197727,26.88052496767674,19.697045708690446,3.0188106881813406,-0.05918865347983471,469.9075359232098,1.6628122124489977,30.0,19.722864631258503,3.3179226538683,0.0
32.0,490.5037999869355,7.366714077810569,30.643953811095656,18.82438360497723,6.822319107007307,0.23130345694547738,489.26336361553825,6.605166442231479,30.0,18.899138926294754,6.543893935923045,0.0
33.0,508.5473529541299,15.051155447523762,32.203608938560606,17.43682832983944,9.672725102990004,-0.09411324416736126,507.53106463250435,14.690092573155269,30.0,17.551651237807455,9.58851077208406,0.0
34.0,523.8302901835015,21.11272933212734,30.687685559331,15.822692955222589,12.368862888460134,-0.0883907659624256,524.2043763683685,25.69352870676623,30.0,15.717745215538962,12.36739606139474,0.0
35.0,540.2457369858614,39.282548649691684,29.051629882062908,13.665700472909418,14.77546379182877,0.35999961840318717,538.8212223835244,39.31053071003319,30.0,13.448244881661136,14.80353706392074,0.0
36.0,552.4659831034264,55.50951914480834,26.98067182221989,10.696869210112906,16.959272795850413,-0.1905425364844068,550.9765181769476,55.16372329582323,30.0,10.806046117362795,16.82941969615793,0.0
37.0,559.7818557769722,70.901979669,30.06888875041024,7.991753368024173,18.721687343156006,0.1482522672927514,560.3333975104506,72.81375842683704,30.0,7.86437359552716,18.3888995850751,0.0
38.0,565.2137244099807,94.16567493797959,27.01760875937714,5.050482337639054,19.23664979093311,0.1307731921561435,566.6325481635976,91.77149120364126,30.0,4.704751466059788,19.438758027266253,0.0
39.0,572.9741274858026,115.00360743613146,28.916301868133004,1.3825543757773342,19.72459812130868,-0.012147669855011995,569.6993983924865,111.51153579987565,30.0,1.4147440333540582,19.94989973208109,0.0
40.0,,,,,,,569.4489549302118,131.48682576172504,30.0,-1.9144709602875087,19.9081591550353,0.0
41.0,,,,,,,565.8881584508999,151.14377515425997,30.0,-5.190629192376663,19.314693075149997,0.0
42.0,,,,,,,559.1156912190818,169.93762038565708,30.0,-8.322936730942848,18.185948536513635,0.0
43.0,,,,,,,549.3192422551152,187.34751753308896,30.0,-11.224586255514827,16.55320704251921,0.0
44.0,,,,,,,536.770305808599,202.89097676998512,30.0,-13.815162794997523,14.461717634766496,0.0
45.0,,,,,,,521.8166572924748,216.13723386563203,30.0,-16.022872310938673,11.96944288207913,0.0
46.0,,,,,,,504.87271519629746,226.71918818556497,30.0,-17.786531364260828,9.14545253271624,0.0
47.0,,,,,,,486.4080560841428,234.34357634853788,30.0,-19.057262724756313,6.068009347357131,0.0
48.0,,,,,,,466.93440096718405,238.79909959205344,30.0,-19.799849932008907,2.8224001611973444,0.0
49.0,,,,,,,446.9914337045797,239.96227960840883,30.0,-19.993713268068138,-0.5014277159033818,0.0
50.0,,,,,,,427.1318444549418,237.8008805653295,30.0,-19.633480094221582,-3.811359257509699,0.0
51.0,,,,,,,407.9060126772456,232.37480247489555,30.0,-18.729133745815925,-7.015664553792397,0.0
52.0,,,,,,,389.84675416939865,223.8344211523483,30.0,-17.305736858724718,-10.025540971766896,0.0
53.0,,,,,,,373.4545548579778,212.41642077038946,30.0,-15.40273679506491,-12.757574190337031,0.0
54.0,,,,,,,359.1837005630486,198.43723450363342,30.0,-13.072872417272238,-15.136049906158565,0.0
55.0,,,,,,,347.4296871313393,182.28427504615468,30.0,-10.380712507692449,-17.09505214477679,0.0
56.0,,,,,,,338.5182598475086,164.40519803550458,30.0,-7.400866339250762,-18.580290025415238,0.0
57.0,,,,,,,332.69638588018836,145.29549593169355,30.0,-4.215915988615594,-19.55060235330194,0.0
58.0,,,,,,,330.1254099482486,125.48476616862976,30.0,-0.9141276947716268,-19.979098341958565,0.0
59.0,,,,,,,330.87658288798167,105.52203413610545,30.0,2.412994310649093,-19.853902852003056,0.0
60.0,,,,,,,334.9290870404234,85.96053774441285,30.0,5.673243709264525,-19.17848549326277,0.0
61.0,337.32341036229246,106.92300145023863,31.171475347421428,0.3049262028190528,20.200541887074916,1.151735973612488,334.9290870404234,105.96053774441285,31.0,0.0,20.0,1.0
62.0,333.3168724895499,125.2423500821547,33.30577078565957,0.22973499368524017,19.647936868968834,0.8575301471689419,334.9290870404234,125.96053774441285,32.0,0.0,20.0,1.0
63.0,332.9449470749826,145.47747182677233,34.00834223297807,0.056440634473927456,19.774872806537577,1.075347847218198,334.9290870404234,145.96053774441285,33.0,0.0,20.0,1.0
64.0,335.21716690784575,170.3183940151145,34.884998538948494,-0.08802913467593482,20.312332145522053,0.6718152115401009,334.9290870404234,165.96053774441285,34.0,0.0,20.0,1.0
65.0,334.9585600711875,185.14957538628042,34.1710355323824,-0.37712832081679926,20.208445308410916,1.0341179085825187,334.9290870404234,185.96053774441285,35.0,0.0,20.0,1.0
66.0,334.2377868430228,206.52791160264147,40.15934320352996,0.23781143310373543,19.811308924890945,1.4088208306178145,334.9290870404234,205.96053774441285,36.0,0.0,20.0,1.0
67.0,334.61478920056317,226.03413167716602,36.60960807674687,0.16155902503542713,19.957663294528903,0.9998694537433074,334.9290870404234,225.96053774441285,37.0,0.0,20.0,1.0
68.0,334.41035584169543,243.61387284262145,36.878637160196405,-0.06260951632719357,19.835882852674608,0.9425287613654747,334.9290870404234,245.96053774441285,38.0,0.0,20.0,1.0
69.0,334.0527367817151,268.3483627522915,37.07199425053341,0.04269311850149688,19.967662917390992,0.6687122764717102,334.9290870404234,265.9605377444128,39.0,0.0,20.0,1.0
70.0,335.04236658462486,286.9553242132947,40.3059208495952,0.18307923642307544,19.488239391415732,0.626445284064713,334.9290870404234,285.9605377444128,40.0,0.0,20.0,1.0
71.0,333.2691515167729,305.7635851833567,36.87976117699968,0.09943665212282371,19.944068381450702,1.148839646553837,334.9290870404234,305.9605377444128,41.0,0.0,20.0,1.0
72.0,336.474675583815,326.6203117576442,40.33559872725268,-0.04325012991373301,20.293640917248563,0.8109708945519754,334.9290870404234,325.9605377444128,42.0,0.0,20.0,1.0
73.0,336.48478254756554,345.62989633480464,43.500364093656515,0.09436730139178712,20.2817668183483,1.0841534687751293,334.9290870404234,345.9605377444128,43.0,0.0,20.0,1.0
74.0,334.9620343072817,365.3438149238951,42.95787778716964,0.1828131710953931,20.07038747759327,1.1649411446086806,334.9290870404234,365.9605377444128,44.0,0.0,20.0,1.0
75.0,336.8132399721828,385.76934104612656,44.0778849206137,-0.2276868951425892,20.056968402522074,0.9549887336526872,334.9290870404234,385.9605377444128,45.0,0.0,20.0,1.0
76.0,334.4830086733722,406.43849466057685,46.261597472046034,-0.06386573548800407,19.61015603374766,1.1583195514649696,334.9290870404234,405.9605377444128,46.0,0.0,20.0,1.0
77.0,336.28626301850636,426.57529011284834,47.257145023647155,0.155029748922748,20.22097023525711,0.9111852849594789,334.9290870404234,425.9605377444128,47.0,0.0,20.0,1.0
78.0,335.5197796257261,446.96599601664,45.83125690589797,-0.20104235312390803,20.18925390717256,0.878875888250696,334.9290870404234,445.9605377444128,48.0,0.0,20.0,1.0
79.0,334.38327211869625,463.89867628387367,47.78719181108726,-0.10091864464973616,20.05914242899564,0.8044391719876862,334.9290870404234,465.9605377444128,49.0,0.0,20.0,1.0
80.0,334.6529488233694,485.6154956885496,49.3599981342557,-0.13769559190917666,19.981116411692806,1.2511381083883337,334.9290870404234,485.9605377444128,50.0,0.0,20.0,1.0
81.0,334.2239468443313,504.0947673690426,49.602557337552724,-0.14298297298420923,19.935016921701568,1.3001812658805034,334.9290870404234,505.9605377444128,51.0,0.0,20.0,1.0
82.0,331.91900702134933,524.9489003421227,51.64151232280771,0.018614902306672006,20.06399656351502,1.1267176726738046,334.9290870404234,525.9605377444128,52.0,0.0,20.0,1.0
83.0,334.5754863733831,547.1147701141581,54.355556250831036,-0.11538046458266066,20.276538450196615,1.1072737309100698,334.9290870404234,545.9605377444128,53.0,0.0,20.0,1.0
84.0,334.3916005531975,565.2608839056236,56.33071729669226,0.0008394741907113627,19.940118763068437,0.8123310897738225,334.9290870404234,565.9605377444128,54.0,0.0,20.0,1.0
85.0,334.79516966506566,585.3492300007189,55.331450447755465,0.002913140372149102,20.016221862302913,0.9235674678324052,334.9290870404234,585.9605377444128,55.0,0.0,20.0,1.0
86.0,336.3612515294934,606.8220167072899,56.61383311766075,0.2015271028655181,20.013917279320637,1.1227293919202896,334.9290870404234,605.9605377444128,56.0,0.0,20.0,1.0
87.0,334.80078453091807,625.3240551831906,60.646643521547354,-0.020402395120964992,20.159337542867362,0.9841773274179835,334.9290870404234,625.9605377444128,57.0,0.0,20.0,1.0
88.0,331.4026520620507,645.400018938862,58.21818185283079,0.10709853681411106,19.667529052834727,0.9194839172004525,334.9290870404234,645.9605377444128,58.0,0.0,20.0,1.0
89.0,334.16638736680966,664.4411454897214,57.905633578125254,-0.02162031928681049,20.14397734308693,0.9679740447751662,334.9290870404234,665.9605377444128,59.0,0.0,20.0,1.0
90.0,333.98931205571506,687.0034558498199,59.8046486985921,-0.0940747305180617,20.086219902845514,0.9421240833186587,334.9290870404234,685.9605377444128,60.0,0.0,20.0,1.0
91.0,335.3818717108016,702.3665167768827,56.33960189560249,2.380283146805115,15.943827413511722,-0.9919556413878117,335.99417439632185,701.9131724590906,59.0,2.127017961957025,15.85798835254687,-1.0
92.0,338.4347483611627,716.2590578962116,57.442606602066526,4.064002768621391,15.188855062396485,-1.081493171124622,339.17052961275573,717.5826246816371,58.0,4.216278258296561,15.434474323689022,-1.0
93.0,342.52569335414427,733.8795007888091,55.55893759738431,6.342423713004382,14.844517157905674,-0.908565726042241,344.4017677600772,732.6907388214509,57.0,6.230693476938408,14.736975904046162,-1.0
94.0,349.4400770936295,746.222134976483,55.30790403905423,8.093561274679805,13.963595753633722,-1.0840735822310368,351.59502674484617,746.969323856169,56.0,8.134504814900819,13.777874706076965,-1.0
95.0,361.00679627590506,762.1388142091506,54.966009775871164,9.681547247504746,12.430218408176657,-0.9642077236165434,360.6226157471896,760.1649141127813,55.0,9.893916849115792,12.574196172431169,-1.0
96.0,372.0609157322802,770.9790545681494,51.966775344854135,11.48713192016098,11.426312063977788,-0.7953390951579951,371.3242819187635,772.0432686523556,54.0,11.477697454392365,11.147307349554646,-1.0
97.0,384.1962972882152,784.7711406778982,52.286002173208125,12.63934414505775,9.406479419740243,-1.0020727495537667,383.510055104128,782.3935293877422,53.0,12.857732219110579,9.522537591506046,-1.0
98.0,396.475325226578,792.2652231384131,52.94871696084392,13.758136648808023,7.63331504059081,-0.9043817338426438,396.9636200875902,791.0319641216158,52.0,14.009523516960408,7.728728927044426,-1.0
99.0,410.7004436213605,799.5565823060266,49.62188731768733,15.000079714429944,5.882698969880763,-0.9948202885783505,411.44615650322254,797.80522806048,51.0,14.91262537547562,5.797724071626778,-1.0
100.0,426.8258417322658,800.8290214859854,49.947935502973706,15.827512598525164,3.4967674133945126,-0.8099472489094596,426.7005782440647,802.5930859080104,50.0,15.551006421813003,3.7638011728478307,-1.0
101.0,443.1312570682839,804.5110319636063,48.69162884228322,16.004544916190845,1.7033263999499917,-0.9967954108286305,442.45609711482126,805.3105462166196,49.0,15.913334462960902,1.6630653234136152,-1.0
102.0,458.606025435438,806.2752362348696,47.05192222080004,16.009757699683494,-0.8583957407713533,-1.062789890595169,458.43302971657806,805.9093701093934,48.0,15.993177648664082,-0.46719235682062105,-1.0
103.0,476.792844992257,804.3977709283736,47.65291448840783,15.934307698474859,-2.8756689862061684,-0.7824944673675325,474.34776223433204,804.3789275903885,47.0,15.789118646130092,-2.589156692521153,-1.0
104.0,487.9297400164538,801.16380762858,44.27773955961953,15.396979117274105,-4.327835049364214,-1.0518332062221707,489.9177849951305,800.7463862425368,46.0,15.304779799749866,-4.665159727294282,-1.0
105.0,506.3253740710134,795.3972850826588,44.00562596551281,14.55174546888263,-6.713054890556767,-1.2600566438766247,504.8667074260805,795.0762289634946,45.0,14.548758829210907,-6.6583493847542785,-1.0
106.0,518.7452808542959,788.580947461187,43.815484442136956,13.575206182374336,-8.408750948456445,-0.5922310195188166,518.9291643894235,787.4691093003263,44.0,13.534476207455134,-8.53334364653334,-1.0
107.0,531.1372249840126,778.7490896718666,42.9742910114567,12.257776839878405,-10.442227750485797,-1.0496096825749075,531.8555268000839,778.0600647024994,43.0,12.279936927744874,-10.25685863462141,-1.0
108.0,545.3780789554739,769.294387509458,39.812937318862375,10.7274763903583,-11.449547105977055,-1.133708113447562,543.4163329053729,767.0161194105509,42.0,10.807410888818415,-11.798299448659927,-1.0
109.0,552.9124293388933,758.1966552553123,41.82428455388446,9.336342251902622,-13.067961478392688,-0.7662903283220412,553.4063615651778,754.5333195326425,41.0,9.143037571763958,-13.130303269967248,-1.0
110.0,562.892892893952,741.2771933049747,40.42448942352654,7.244344202699149,-14.464110976942596,-0.6070823890911597,561.6482752259883,740.8332529407103,40.0,7.316362026172992,-14.229225091408662,-1.0
111.0,564.4696101501595,727.0103931421008,41.34033611766224,5.4574869385183655,-14.745625432336022,-0.6553918454938974,567.9957679206624,726.1591157631215,39.0,5.359810402494482,-15.075557450698529,-1.0
112.0,570.6257059533252,709.5885893174802,37.828066217456886,3.200324397049669,-15.534187518060326,-0.8499910570761806,572.3361624123538,710.7713952993189,38.0,3.308114340654138,-15.654276716257396,-1.0
113.0,572.0869452329235,694.3229971918474,35.19570143796347,1.2055576463292004,-15.779816079442913,-0.751894348796138,574.5924103795177,694.9432459910041,37.0,1.1976944328788424,-15.955109778545902,-1.0
114.0,575.4129755605796,679.2255955344576,35.48920453419324,-1.0737787846839377,-15.622443781458218,-0.9566641062153534,574.7244601357937,678.9556405331032,36.0,-0.9339862948412814,-15.97271641271605,-1.0
115.0,572.029581651232,663.2098919115314,36.57154973304791,-3.0662746498564832,-15.765237677348834,-1.2420299617838921,572.7299676057529,663.0923821993546,35.0,-3.049087406007766,-15.706784075377264,-1.0
116.0,567.7880627451098,647.699773269231,36.072897716737295,-4.800323564143343,-15.18045118580336,-1.2232481581468475,568.644337935648,647.6350669210019,34.0,-5.1100627764547815,-15.162033452696615,-1.0
117.0,561.3010433547025,634.4132030718957,32.58912310651167,-6.897548976211581,-14.561805554885945,-1.083505437431569,562.540097000521,632.8580845490305,33.0,-7.080327092717639,-14.348134661346352,-1.0
118.0,557.2631285727323,615.0614798036607,30.891539022075374,-8.903349814302892,-13.710064761407267,-0.8566853945689518,554.525603964328,619.0237480348189,32.0,-8.924905294612515,-13.279535589853943,-1.0
119.0,545.0723160043825,606.7075911849774,32.20420537660346,-10.551144519139033,-12.194944483867419,-0.5427776724368454,544.7431277470153,606.3776369933428,31.0,-10.611053433476004,-11.97520542754558,-1.0
120.0,533.1454982724423,597.0915918791519,31.170871925436245,-12.244155015142278,-10.876119324834844,-1.0621039666211325,533.3663215440569,595.1442383074615,30.0,-12.108839924926851,-10.458297933817791,-1.0
